occ_fixed,geo_year,time_trend,geo_fixed,year,geo,occ,wage_rate_2010,wage_rate,hours_worked,rti,off
0,9-2003,7,9,2003,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],484.56,587.47,33.3,-1.13485495,-0.47693655
0,9-2004,8,9,2004,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],509.39,617.58,34.3,-1.13485495,-0.47693655
0,9-2005,9,9,2005,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],516.79,626.55,34.2,-1.13485495,-0.47693655
0,9-2006,10,9,2006,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],530.84,643.58,34.3,-1.13485495,-0.47693655
0,9-2007,11,9,2007,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],561.70,681,34.3,-1.13485495,-0.47693655
0,9-2008,12,9,2008,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],590.28,715.64,35.3,-1.13485495,-0.47693655
0,9-2009,13,9,2009,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],643.10,779.68,33.8,-1.13485495,-0.47693655
0,9-2010,14,9,2010,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],653.64,792.46,34.4,-1.13485495,-0.47693655
0,9-2011,15,9,2011,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],674.64,817.92,35.4,-1.13485495,-0.47693655
0,9-2012,16,9,2012,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],693.23,840.46,36,-1.13485495,-0.47693655
0,9-2013,17,9,2013,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],732.71,888.32,35.8,-1.13485495,-0.47693655
0,9-2014,18,9,2014,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],762.09,923.94,35.2,-1.13485495,-0.47693655
0,9-2015,19,9,2015,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],784.85,951.54,35.1,-1.13485495,-0.47693655
0,9-2016,20,9,2016,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],772.69,936.8,33.9,-1.13485495,-0.47693655
0,9-2017,21,9,2017,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],781.32,947.26,34,-1.13485495,-0.47693655
0,9-2018,22,9,2018,Saskatchewan,Administrative and financial supervisors and administrative occupations [12],789.36,957,34.5,-1.13485495,-0.47693655
1,0-1997,1,0,1997,Alberta,Assemblers in manufacturing [95],409.62,496.62,41.7,0.4925116,2.345812
1,0-1998,2,0,1998,Alberta,Assemblers in manufacturing [95],420.08,509.3,39,0.4925116,2.345812
1,0-1999,3,0,1999,Alberta,Assemblers in manufacturing [95],392.02,475.28,40.2,0.4925116,2.345812
1,0-2000,4,0,2000,Alberta,Assemblers in manufacturing [95],377.44,457.6,39.9,0.4925116,2.345812
1,0-2001,5,0,2001,Alberta,Assemblers in manufacturing [95],426.00,516.47,40.4,0.4925116,2.345812
1,0-2002,6,0,2002,Alberta,Assemblers in manufacturing [95],444.55,538.96,39.9,0.4925116,2.345812
1,0-2003,7,0,2003,Alberta,Assemblers in manufacturing [95],483.27,585.91,40.1,0.4925116,2.345812
1,0-2004,8,0,2004,Alberta,Assemblers in manufacturing [95],479.73,581.62,40.8,0.4925116,2.345812
1,0-2005,9,0,2005,Alberta,Assemblers in manufacturing [95],522.06,632.94,39.7,0.4925116,2.345812
1,0-2006,10,0,2006,Alberta,Assemblers in manufacturing [95],534.11,647.54,39.8,0.4925116,2.345812
1,0-2007,11,0,2007,Alberta,Assemblers in manufacturing [95],581.90,705.49,38.8,0.4925116,2.345812
1,0-2008,12,0,2008,Alberta,Assemblers in manufacturing [95],604.18,732.5,39.8,0.4925116,2.345812
1,0-2009,13,0,2009,Alberta,Assemblers in manufacturing [95],668.16,810.07,37.3,0.4925116,2.345812
1,0-2010,14,0,2010,Alberta,Assemblers in manufacturing [95],712.91,864.32,39.9,0.4925116,2.345812
1,0-2011,15,0,2011,Alberta,Assemblers in manufacturing [95],668.23,810.15,39.2,0.4925116,2.345812
1,0-2012,16,0,2012,Alberta,Assemblers in manufacturing [95],735.26,891.41,40.4,0.4925116,2.345812
1,0-2013,17,0,2013,Alberta,Assemblers in manufacturing [95],728.76,883.53,39.9,0.4925116,2.345812
1,0-2014,18,0,2014,Alberta,Assemblers in manufacturing [95],783.45,949.84,39.8,0.4925116,2.345812
1,0-2015,19,0,2015,Alberta,Assemblers in manufacturing [95],759.32,920.59,39,0.4925116,2.345812
1,0-2016,20,0,2016,Alberta,Assemblers in manufacturing [95],790.15,957.96,37.9,0.4925116,2.345812
1,0-2017,21,0,2017,Alberta,Assemblers in manufacturing [95],683.02,828.08,37.3,0.4925116,2.345812
1,0-2018,22,0,2018,Alberta,Assemblers in manufacturing [95],795.70,964.69,40.2,0.4925116,2.345812
1,1-1997,1,1,1997,British Columbia,Assemblers in manufacturing [95],501.53,608.04,39,0.4925116,2.345812
1,1-1998,2,1,1998,British Columbia,Assemblers in manufacturing [95],532.27,645.32,39.7,0.4925116,2.345812
1,1-1999,3,1,1999,British Columbia,Assemblers in manufacturing [95],487.95,591.58,40.1,0.4925116,2.345812
1,1-2000,4,1,2000,British Columbia,Assemblers in manufacturing [95],463.39,561.8,38.5,0.4925116,2.345812
1,1-2001,5,1,2001,British Columbia,Assemblers in manufacturing [95],467.30,566.54,38.9,0.4925116,2.345812
1,1-2002,6,1,2002,British Columbia,Assemblers in manufacturing [95],467.42,566.69,38.1,0.4925116,2.345812
1,1-2003,7,1,2003,British Columbia,Assemblers in manufacturing [95],497.65,603.34,37.9,0.4925116,2.345812
1,1-2004,8,1,2004,British Columbia,Assemblers in manufacturing [95],508.09,616,38.2,0.4925116,2.345812
1,1-2005,9,1,2005,British Columbia,Assemblers in manufacturing [95],494.52,599.55,37.5,0.4925116,2.345812
1,1-2006,10,1,2006,British Columbia,Assemblers in manufacturing [95],482.56,585.05,38.3,0.4925116,2.345812
1,1-2007,11,1,2007,British Columbia,Assemblers in manufacturing [95],544.96,660.7,38.8,0.4925116,2.345812
1,1-2008,12,1,2008,British Columbia,Assemblers in manufacturing [95],585.24,709.54,38.9,0.4925116,2.345812
1,1-2009,13,1,2009,British Columbia,Assemblers in manufacturing [95],538.88,653.33,36.1,0.4925116,2.345812
1,1-2010,14,1,2010,British Columbia,Assemblers in manufacturing [95],630.96,764.96,37,0.4925116,2.345812
1,1-2011,15,1,2011,British Columbia,Assemblers in manufacturing [95],599.94,727.36,35.6,0.4925116,2.345812
1,1-2012,16,1,2012,British Columbia,Assemblers in manufacturing [95],631.76,765.93,39.8,0.4925116,2.345812
1,1-2013,17,1,2013,British Columbia,Assemblers in manufacturing [95],588.82,713.88,38.5,0.4925116,2.345812
1,1-2014,18,1,2014,British Columbia,Assemblers in manufacturing [95],638.59,774.22,37.4,0.4925116,2.345812
1,1-2015,19,1,2015,British Columbia,Assemblers in manufacturing [95],626.13,759.11,38.7,0.4925116,2.345812
1,1-2016,20,1,2016,British Columbia,Assemblers in manufacturing [95],771.55,935.41,38.3,0.4925116,2.345812
1,1-2017,21,1,2017,British Columbia,Assemblers in manufacturing [95],654.90,793.99,36.4,0.4925116,2.345812
1,1-2018,22,1,2018,British Columbia,Assemblers in manufacturing [95],658.88,798.81,37.1,0.4925116,2.345812
1,2-1997,1,2,1997,Manitoba,Assemblers in manufacturing [95],412.92,500.62,38.8,0.4925116,2.345812
1,2-1998,2,2,1998,Manitoba,Assemblers in manufacturing [95],413.20,500.96,38.4,0.4925116,2.345812
1,2-1999,3,2,1999,Manitoba,Assemblers in manufacturing [95],422.51,512.24,39,0.4925116,2.345812
1,2-2000,4,2,2000,Manitoba,Assemblers in manufacturing [95],420.17,509.41,39.6,0.4925116,2.345812
1,2-2001,5,2,2001,Manitoba,Assemblers in manufacturing [95],425.66,516.06,39.2,0.4925116,2.345812
1,2-2002,6,2,2002,Manitoba,Assemblers in manufacturing [95],421.64,511.19,38.5,0.4925116,2.345812
1,2-2003,7,2,2003,Manitoba,Assemblers in manufacturing [95],429.83,521.12,39,0.4925116,2.345812
1,2-2004,8,2,2004,Manitoba,Assemblers in manufacturing [95],441.35,535.08,38.9,0.4925116,2.345812
1,2-2005,9,2,2005,Manitoba,Assemblers in manufacturing [95],461.08,559.01,39.1,0.4925116,2.345812
1,2-2006,10,2,2006,Manitoba,Assemblers in manufacturing [95],490.02,594.09,39.2,0.4925116,2.345812
1,2-2007,11,2,2007,Manitoba,Assemblers in manufacturing [95],507.99,615.88,40.4,0.4925116,2.345812
1,2-2008,12,2,2008,Manitoba,Assemblers in manufacturing [95],498.84,604.78,39.3,0.4925116,2.345812
1,2-2009,13,2,2009,Manitoba,Assemblers in manufacturing [95],542.77,658.05,38,0.4925116,2.345812
1,2-2010,14,2,2010,Manitoba,Assemblers in manufacturing [95],562.38,681.82,38.7,0.4925116,2.345812
1,2-2011,15,2,2011,Manitoba,Assemblers in manufacturing [95],554.24,671.95,39.4,0.4925116,2.345812
1,2-2012,16,2,2012,Manitoba,Assemblers in manufacturing [95],570.04,691.11,39.6,0.4925116,2.345812
1,2-2013,17,2,2013,Manitoba,Assemblers in manufacturing [95],596.09,722.69,38.6,0.4925116,2.345812
1,2-2014,18,2,2014,Manitoba,Assemblers in manufacturing [95],604.67,733.09,38.8,0.4925116,2.345812
1,2-2015,19,2,2015,Manitoba,Assemblers in manufacturing [95],613.53,743.83,38.4,0.4925116,2.345812
1,2-2016,20,2,2016,Manitoba,Assemblers in manufacturing [95],620.59,752.39,37.5,0.4925116,2.345812
1,2-2017,21,2,2017,Manitoba,Assemblers in manufacturing [95],661.53,802.03,38.3,0.4925116,2.345812
1,2-2018,22,2,2018,Manitoba,Assemblers in manufacturing [95],642.03,778.39,39,0.4925116,2.345812
1,3-1997,1,3,1997,New Brunswick,Assemblers in manufacturing [95],313.86,380.52,38.3,0.4925116,2.345812
1,3-1998,2,3,1998,New Brunswick,Assemblers in manufacturing [95],361.26,437.99,42.5,0.4925116,2.345812
1,3-1999,3,3,1999,New Brunswick,Assemblers in manufacturing [95],362.92,440,41.1,0.4925116,2.345812
1,3-2000,4,3,2000,New Brunswick,Assemblers in manufacturing [95],405.62,491.77,42.6,0.4925116,2.345812
1,3-2001,5,3,2001,New Brunswick,Assemblers in manufacturing [95],386.36,468.41,41.8,0.4925116,2.345812
1,3-2002,6,3,2002,New Brunswick,Assemblers in manufacturing [95],355.74,431.29,39.2,0.4925116,2.345812
1,3-2003,7,3,2003,New Brunswick,Assemblers in manufacturing [95],394.34,478.09,38.8,0.4925116,2.345812
1,3-2004,8,3,2004,New Brunswick,Assemblers in manufacturing [95],400.15,485.14,41.3,0.4925116,2.345812
1,3-2005,9,3,2005,New Brunswick,Assemblers in manufacturing [95],435.84,528.4,41.5,0.4925116,2.345812
1,3-2006,10,3,2006,New Brunswick,Assemblers in manufacturing [95],428.18,519.12,39.8,0.4925116,2.345812
1,3-2007,11,3,2007,New Brunswick,Assemblers in manufacturing [95],434.71,527.03,39.5,0.4925116,2.345812
1,3-2008,12,3,2008,New Brunswick,Assemblers in manufacturing [95],435.34,527.8,40.6,0.4925116,2.345812
1,3-2009,13,3,2009,New Brunswick,Assemblers in manufacturing [95],461.05,558.97,36.3,0.4925116,2.345812
1,3-2010,14,3,2010,New Brunswick,Assemblers in manufacturing [95],490.98,595.25,39.2,0.4925116,2.345812
1,3-2011,15,3,2011,New Brunswick,Assemblers in manufacturing [95],492.45,597.04,41,0.4925116,2.345812
1,3-2012,16,3,2012,New Brunswick,Assemblers in manufacturing [95],529.31,641.72,36.6,0.4925116,2.345812
1,3-2013,17,3,2013,New Brunswick,Assemblers in manufacturing [95],578.73,701.64,38.9,0.4925116,2.345812
1,3-2014,18,3,2014,New Brunswick,Assemblers in manufacturing [95],541.03,655.94,38.8,0.4925116,2.345812
1,3-2015,19,3,2015,New Brunswick,Assemblers in manufacturing [95],549.33,666,40.8,0.4925116,2.345812
1,3-2016,20,3,2016,New Brunswick,Assemblers in manufacturing [95],587.46,712.22,38.7,0.4925116,2.345812
1,3-2017,21,3,2017,New Brunswick,Assemblers in manufacturing [95],606.11,734.84,41.3,0.4925116,2.345812
1,3-2018,22,3,2018,New Brunswick,Assemblers in manufacturing [95],608.79,738.09,39.4,0.4925116,2.345812
1,4-1997,1,4,1997,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,,0.4925116,2.345812
1,4-1998,2,4,1998,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,,0.4925116,2.345812
1,4-1999,3,4,1999,Newfoundland and Labrador,Assemblers in manufacturing [95],324.26,393.13,43.4,0.4925116,2.345812
1,4-2000,4,4,2000,Newfoundland and Labrador,Assemblers in manufacturing [95],351.05,425.61,42.7,0.4925116,2.345812
1,4-2001,5,4,2001,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,48,0.4925116,2.345812
1,4-2002,6,4,2002,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,30.8,0.4925116,2.345812
1,4-2003,7,4,2003,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,39.8,0.4925116,2.345812
1,4-2004,8,4,2004,Newfoundland and Labrador,Assemblers in manufacturing [95],404.30,490.16,44.6,0.4925116,2.345812
1,4-2005,9,4,2005,Newfoundland and Labrador,Assemblers in manufacturing [95],458.58,555.97,40.8,0.4925116,2.345812
1,4-2006,10,4,2006,Newfoundland and Labrador,Assemblers in manufacturing [95],405.63,491.78,41.4,0.4925116,2.345812
1,4-2007,11,4,2007,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,40,0.4925116,2.345812
1,4-2008,12,4,2008,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,38.8,0.4925116,2.345812
1,4-2009,13,4,2009,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,,0.4925116,2.345812
1,4-2010,14,4,2010,Newfoundland and Labrador,Assemblers in manufacturing [95],515.46,624.94,34.5,0.4925116,2.345812
1,4-2011,15,4,2011,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,,0.4925116,2.345812
1,4-2012,16,4,2012,Newfoundland and Labrador,Assemblers in manufacturing [95],528.36,640.58,41.7,0.4925116,2.345812
1,4-2013,17,4,2013,Newfoundland and Labrador,Assemblers in manufacturing [95],624.75,757.44,41.3,0.4925116,2.345812
1,4-2014,18,4,2014,Newfoundland and Labrador,Assemblers in manufacturing [95],757.55,918.44,41.5,0.4925116,2.345812
1,4-2015,19,4,2015,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,45,0.4925116,2.345812
1,4-2016,20,4,2016,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,,0.4925116,2.345812
1,4-2017,21,4,2017,Newfoundland and Labrador,Assemblers in manufacturing [95],0.00,,,0.4925116,2.345812
