year,geo,naics,hours_worked
2007,Newfoundland and Labrador,Transportation and warehousing [48-49],43.1
2008,Newfoundland and Labrador,Transportation and warehousing [48-49],42.3
2009,Newfoundland and Labrador,Transportation and warehousing [48-49],42.5
2010,Newfoundland and Labrador,Transportation and warehousing [48-49],43.1
2011,Newfoundland and Labrador,Transportation and warehousing [48-49],41.8
2012,Newfoundland and Labrador,Transportation and warehousing [48-49],42.3
2013,Newfoundland and Labrador,Transportation and warehousing [48-49],42.2
2014,Newfoundland and Labrador,Transportation and warehousing [48-49],41.4
2015,Newfoundland and Labrador,Transportation and warehousing [48-49],43.3
2016,Newfoundland and Labrador,Transportation and warehousing [48-49],41.6
2017,Newfoundland and Labrador,Transportation and warehousing [48-49],43.6
2018,Newfoundland and Labrador,Transportation and warehousing [48-49],43.6
2019,Newfoundland and Labrador,Transportation and warehousing [48-49],40.7
2020,Newfoundland and Labrador,Transportation and warehousing [48-49],42.4
1987,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",35.5
1988,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36.9
1989,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",37.3
1990,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",37.7
1991,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",38.1
1992,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36.8
1993,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",37.4
1994,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36.7
1995,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36.2
1996,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36.6
1997,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",38.6
1998,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",39.8
1999,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",37.1
2000,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",39.4
2001,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",35.4
2002,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",35.3
2003,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36.7
2004,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",37.5
2005,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36.4
2006,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36.6
2007,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",38.4
2008,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",37
2009,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36
2010,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",35.8
2011,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36.6
2012,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",37.1
2013,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",35.7
2014,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36.4
2015,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36
2016,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",36
2017,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",34.6
2018,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",37.1
2019,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",34.9
2020,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing [52-53]",35.7
1987,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.2
1988,Newfoundland and Labrador,"Professional, scientific and technical services [54]",41.3
1989,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.8
1990,Newfoundland and Labrador,"Professional, scientific and technical services [54]",40.7
1991,Newfoundland and Labrador,"Professional, scientific and technical services [54]",41.4
1992,Newfoundland and Labrador,"Professional, scientific and technical services [54]",40.1
1993,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.6
1994,Newfoundland and Labrador,"Professional, scientific and technical services [54]",37.9
1995,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.8
1996,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.5
1997,Newfoundland and Labrador,"Professional, scientific and technical services [54]",40.9
1998,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.1
1999,Newfoundland and Labrador,"Professional, scientific and technical services [54]",41.2
2000,Newfoundland and Labrador,"Professional, scientific and technical services [54]",40.6
2001,Newfoundland and Labrador,"Professional, scientific and technical services [54]",41
2002,Newfoundland and Labrador,"Professional, scientific and technical services [54]",41.5
2003,Newfoundland and Labrador,"Professional, scientific and technical services [54]",38.6
2004,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.4
2005,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.2
2006,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.7
2007,Newfoundland and Labrador,"Professional, scientific and technical services [54]",40.2
2008,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.1
2009,Newfoundland and Labrador,"Professional, scientific and technical services [54]",38.5
2010,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.1
2011,Newfoundland and Labrador,"Professional, scientific and technical services [54]",38.6
2012,Newfoundland and Labrador,"Professional, scientific and technical services [54]",40.6
2013,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.9
2014,Newfoundland and Labrador,"Professional, scientific and technical services [54]",40.1
2015,Newfoundland and Labrador,"Professional, scientific and technical services [54]",39.4
2016,Newfoundland and Labrador,"Professional, scientific and technical services [54]",37.9
2017,Newfoundland and Labrador,"Professional, scientific and technical services [54]",37.4
2018,Newfoundland and Labrador,"Professional, scientific and technical services [54]",40
2019,Newfoundland and Labrador,"Professional, scientific and technical services [54]",38.5
2020,Newfoundland and Labrador,"Professional, scientific and technical services [54]",38
1987,Newfoundland and Labrador,"Business, building and other support services [55-56]",33.2
1988,Newfoundland and Labrador,"Business, building and other support services [55-56]",34.6
1989,Newfoundland and Labrador,"Business, building and other support services [55-56]",35.2
1990,Newfoundland and Labrador,"Business, building and other support services [55-56]",37.3
1991,Newfoundland and Labrador,"Business, building and other support services [55-56]",33.7
1992,Newfoundland and Labrador,"Business, building and other support services [55-56]",34
1993,Newfoundland and Labrador,"Business, building and other support services [55-56]",36.1
1994,Newfoundland and Labrador,"Business, building and other support services [55-56]",34.4
1995,Newfoundland and Labrador,"Business, building and other support services [55-56]",34.8
1996,Newfoundland and Labrador,"Business, building and other support services [55-56]",32.3
1997,Newfoundland and Labrador,"Business, building and other support services [55-56]",31.5
1998,Newfoundland and Labrador,"Business, building and other support services [55-56]",34.7
1999,Newfoundland and Labrador,"Business, building and other support services [55-56]",36.5
2000,Newfoundland and Labrador,"Business, building and other support services [55-56]",37.6
2001,Newfoundland and Labrador,"Business, building and other support services [55-56]",37.7
2002,Newfoundland and Labrador,"Business, building and other support services [55-56]",36.6
2003,Newfoundland and Labrador,"Business, building and other support services [55-56]",36.8
2004,Newfoundland and Labrador,"Business, building and other support services [55-56]",34.3
2005,Newfoundland and Labrador,"Business, building and other support services [55-56]",36.6
2006,Newfoundland and Labrador,"Business, building and other support services [55-56]",36.7
2007,Newfoundland and Labrador,"Business, building and other support services [55-56]",37.6
2008,Newfoundland and Labrador,"Business, building and other support services [55-56]",36.7
2009,Newfoundland and Labrador,"Business, building and other support services [55-56]",37.7
2010,Newfoundland and Labrador,"Business, building and other support services [55-56]",36.5
2011,Newfoundland and Labrador,"Business, building and other support services [55-56]",38.2
2012,Newfoundland and Labrador,"Business, building and other support services [55-56]",38
2013,Newfoundland and Labrador,"Business, building and other support services [55-56]",40.1
2014,Newfoundland and Labrador,"Business, building and other support services [55-56]",36.9
2015,Newfoundland and Labrador,"Business, building and other support services [55-56]",36.9
2016,Newfoundland and Labrador,"Business, building and other support services [55-56]",37.9
2017,Newfoundland and Labrador,"Business, building and other support services [55-56]",38.4
2018,Newfoundland and Labrador,"Business, building and other support services [55-56]",38.3
2019,Newfoundland and Labrador,"Business, building and other support services [55-56]",39.3
2020,Newfoundland and Labrador,"Business, building and other support services [55-56]",34.3
1987,Newfoundland and Labrador,Educational services [61],33.9
1988,Newfoundland and Labrador,Educational services [61],35.5
1989,Newfoundland and Labrador,Educational services [61],36.3
1990,Newfoundland and Labrador,Educational services [61],35.9
1991,Newfoundland and Labrador,Educational services [61],34.1
1992,Newfoundland and Labrador,Educational services [61],33.9
1993,Newfoundland and Labrador,Educational services [61],33.5
1994,Newfoundland and Labrador,Educational services [61],34.2
1995,Newfoundland and Labrador,Educational services [61],34.9
1996,Newfoundland and Labrador,Educational services [61],35.3
1997,Newfoundland and Labrador,Educational services [61],35.2
1998,Newfoundland and Labrador,Educational services [61],36.8
1999,Newfoundland and Labrador,Educational services [61],35.6
2000,Newfoundland and Labrador,Educational services [61],36.9
2001,Newfoundland and Labrador,Educational services [61],34.4
2002,Newfoundland and Labrador,Educational services [61],36.2
2003,Newfoundland and Labrador,Educational services [61],34.3
2004,Newfoundland and Labrador,Educational services [61],34.5
2005,Newfoundland and Labrador,Educational services [61],35.9
2006,Newfoundland and Labrador,Educational services [61],35.6
2007,Newfoundland and Labrador,Educational services [61],35.1
2008,Newfoundland and Labrador,Educational services [61],35.1
2009,Newfoundland and Labrador,Educational services [61],32.7
2010,Newfoundland and Labrador,Educational services [61],34.6
2011,Newfoundland and Labrador,Educational services [61],34.9
2012,Newfoundland and Labrador,Educational services [61],36.4
2013,Newfoundland and Labrador,Educational services [61],35.2
2014,Newfoundland and Labrador,Educational services [61],33.7
2015,Newfoundland and Labrador,Educational services [61],33.3
2016,Newfoundland and Labrador,Educational services [61],34.4
2017,Newfoundland and Labrador,Educational services [61],34.1
2018,Newfoundland and Labrador,Educational services [61],34.6
2019,Newfoundland and Labrador,Educational services [61],33.3
2020,Newfoundland and Labrador,Educational services [61],33.7
