year,geo,naics,wage_rate
2018,British Columbia,Construction [23],1277.72
2019,British Columbia,Construction [23],1318.94
2020,British Columbia,Construction [23],1392.4
1997,Manitoba,Construction [23],700.73
1998,Manitoba,Construction [23],719.85
1999,Manitoba,Construction [23],733.71
2000,Manitoba,Construction [23],730.32
2001,Manitoba,Construction [23],771.73
2002,Manitoba,Construction [23],801.9
2003,Manitoba,Construction [23],803.69
2004,Manitoba,Construction [23],790.7
2005,Manitoba,Construction [23],838.88
2006,Manitoba,Construction [23],853.86
2007,Manitoba,Construction [23],873.97
2008,Manitoba,Construction [23],919.75
2009,Manitoba,Construction [23],921.13
2010,Manitoba,Construction [23],973.09
2011,Manitoba,Construction [23],978.45
2012,Manitoba,Construction [23],981.31
2013,Manitoba,Construction [23],1057.95
2014,Manitoba,Construction [23],1022.69
2015,Manitoba,Construction [23],1078.58
2016,Manitoba,Construction [23],1074.4
2017,Manitoba,Construction [23],1094.54
2018,Manitoba,Construction [23],1125.68
2019,Manitoba,Construction [23],1098.9
2020,Manitoba,Construction [23],1221.76
1997,New Brunswick,Construction [23],489.7
1998,New Brunswick,Construction [23],482.32
1999,New Brunswick,Construction [23],503.56
2000,New Brunswick,Construction [23],490.51
2001,New Brunswick,Construction [23],488.67
2002,New Brunswick,Construction [23],503.13
2003,New Brunswick,Construction [23],524.31
2004,New Brunswick,Construction [23],522.49
2005,New Brunswick,Construction [23],522.13
2006,New Brunswick,Construction [23],559.45
2007,New Brunswick,Construction [23],575.76
2008,New Brunswick,Construction [23],595.83
2009,New Brunswick,Construction [23],611.6
2010,New Brunswick,Construction [23],633.03
2011,New Brunswick,Construction [23],633.09
2012,New Brunswick,Construction [23],637.01
2013,New Brunswick,Construction [23],663.39
2014,New Brunswick,Construction [23],663.38
2015,New Brunswick,Construction [23],705.96
2016,New Brunswick,Construction [23],709.09
2017,New Brunswick,Construction [23],718.73
2018,New Brunswick,Construction [23],735.53
2019,New Brunswick,Construction [23],789.68
2020,New Brunswick,Construction [23],835.14
1997,Newfoundland and Labrador,Construction [23],224.7
1998,Newfoundland and Labrador,Construction [23],238.14
1999,Newfoundland and Labrador,Construction [23],231.41
2000,Newfoundland and Labrador,Construction [23],240.57
2001,Newfoundland and Labrador,Construction [23],244.22
2002,Newfoundland and Labrador,Construction [23],252.57
2003,Newfoundland and Labrador,Construction [23],256.01
2004,Newfoundland and Labrador,Construction [23],276.38
2005,Newfoundland and Labrador,Construction [23],281.53
2006,Newfoundland and Labrador,Construction [23],295.37
2007,Newfoundland and Labrador,Construction [23],306.81
2008,Newfoundland and Labrador,Construction [23],310.69
2009,Newfoundland and Labrador,Construction [23],333.35
2010,Newfoundland and Labrador,Construction [23],341.1
2011,Newfoundland and Labrador,Construction [23],344.43
2012,Newfoundland and Labrador,Construction [23],359.54
2013,Newfoundland and Labrador,Construction [23],358.02
2014,Newfoundland and Labrador,Construction [23],373.72
2015,Newfoundland and Labrador,Construction [23],393.08
2016,Newfoundland and Labrador,Construction [23],393.94
2017,Newfoundland and Labrador,Construction [23],389.27
2018,Newfoundland and Labrador,Construction [23],408.54
2019,Newfoundland and Labrador,Construction [23],412.05
2020,Newfoundland and Labrador,Construction [23],414.31
1997,Nova Scotia,Construction [23],370.56
1998,Nova Scotia,Construction [23],387.4
1999,Nova Scotia,Construction [23],380.19
2000,Nova Scotia,Construction [23],392.9
2001,Nova Scotia,Construction [23],406.28
2002,Nova Scotia,Construction [23],399.09
2003,Nova Scotia,Construction [23],379.19
2004,Nova Scotia,Construction [23],419.11
2005,Nova Scotia,Construction [23],435.84
2006,Nova Scotia,Construction [23],443.64
2007,Nova Scotia,Construction [23],474.19
2008,Nova Scotia,Construction [23],511.9
2009,Nova Scotia,Construction [23],479.61
2010,Nova Scotia,Construction [23],534.34
2011,Nova Scotia,Construction [23],538.91
2012,Nova Scotia,Construction [23],551.58
2013,Nova Scotia,Construction [23],527.38
2014,Nova Scotia,Construction [23],610.85
2015,Nova Scotia,Construction [23],607.01
2016,Nova Scotia,Construction [23],603.82
2017,Nova Scotia,Construction [23],643.71
2018,Nova Scotia,Construction [23],636.59
2019,Nova Scotia,Construction [23],660.43
2020,Nova Scotia,Construction [23],709.77
1997,Ontario,Construction [23],581.65
1998,Ontario,Construction [23],619.06
1999,Ontario,Construction [23],624.16
2000,Ontario,Construction [23],646.26
2001,Ontario,Construction [23],656.81
2002,Ontario,Construction [23],677.1
2003,Ontario,Construction [23],672.28
2004,Ontario,Construction [23],697.59
2005,Ontario,Construction [23],729.82
2006,Ontario,Construction [23],748.84
2007,Ontario,Construction [23],776.01
2008,Ontario,Construction [23],821.53
2009,Ontario,Construction [23],834.16
2010,Ontario,Construction [23],881.43
2011,Ontario,Construction [23],899.69
2012,Ontario,Construction [23],945.73
2013,Ontario,Construction [23],961.64
2014,Ontario,Construction [23],973.97
2015,Ontario,Construction [23],1026.79
2016,Ontario,Construction [23],1031.41
2017,Ontario,Construction [23],1098.15
2018,Ontario,Construction [23],1104.67
2019,Ontario,Construction [23],1170.14
2020,Ontario,Construction [23],1182.85
1997,Prince Edward Island,Construction [23],645.23
1998,Prince Edward Island,Construction [23],654.35
1999,Prince Edward Island,Construction [23],658.49
2000,Prince Edward Island,Construction [23],649.01
2001,Prince Edward Island,Construction [23],687.58
2002,Prince Edward Island,Construction [23],667.89
2003,Prince Edward Island,Construction [23],701.49
2004,Prince Edward Island,Construction [23],701.45
2005,Prince Edward Island,Construction [23],730.43
2006,Prince Edward Island,Construction [23],751.4
2007,Prince Edward Island,Construction [23],772.82
2008,Prince Edward Island,Construction [23],821.3
2009,Prince Edward Island,Construction [23],875.13
2010,Prince Edward Island,Construction [23],868.03
2011,Prince Edward Island,Construction [23],905.52
2012,Prince Edward Island,Construction [23],915.93
2013,Prince Edward Island,Construction [23],936.99
2014,Prince Edward Island,Construction [23],927.14
2015,Prince Edward Island,Construction [23],973.67
2016,Prince Edward Island,Construction [23],977.08
2017,Prince Edward Island,Construction [23],1005.17
2018,Prince Edward Island,Construction [23],1037.26
2019,Prince Edward Island,Construction [23],1045.56
2020,Prince Edward Island,Construction [23],1136.72
1997,Quebec,Construction [23],516.75
1998,Quebec,Construction [23],530.56
1999,Quebec,Construction [23],591.85
2000,Quebec,Construction [23],579.38
2001,Quebec,Construction [23],564.33
2002,Quebec,Construction [23],627.91
2003,Quebec,Construction [23],617.84
2004,Quebec,Construction [23],653.64
2005,Quebec,Construction [23],655.69
2006,Quebec,Construction [23],679.48
2007,Quebec,Construction [23],740.28
2008,Quebec,Construction [23],776.28
2009,Quebec,Construction [23],800.62
2010,Quebec,Construction [23],822.77
2011,Quebec,Construction [23],859.94
2012,Quebec,Construction [23],819.88
2013,Quebec,Construction [23],827.35
2014,Quebec,Construction [23],908.85
2015,Quebec,Construction [23],914.26
2016,Quebec,Construction [23],935.82
2017,Quebec,Construction [23],970.66
2018,Quebec,Construction [23],1014.61
2019,Quebec,Construction [23],1053.47
2020,Quebec,Construction [23],1141.55
1997,Saskatchewan,Construction [23],468.29
1998,Saskatchewan,Construction [23],471.28
1999,Saskatchewan,Construction [23],476.24
2000,Saskatchewan,Construction [23],526.07
2001,Saskatchewan,Construction [23],523.09
2002,Saskatchewan,Construction [23],534.15
